"0,76666665"
"0,65"
"0,76666665"
"29,35"
"1,3666667"
"1,4666667"
"1,3"
"0,68333334"
"41,683334"
"0,75"
"13,616667"
"0,68333334"
"21,033333"
"0,78333336"
"41,683334"
"41,683334"
"41,683334"
"0,71666664"
"0,81666666"
"0,6333333"
